Price,Close,High,Low,Open,Volume
Ticker,^NSMIDCP,^NSMIDCP,^NSMIDCP,^NSMIDCP,^NSMIDCP
Date,,,,,
2022-03-29,40811.17578125,40897.92413722896,40683.22898729778,40827.37469300454,320400
2022-03-30,41053.921875,41376.21655369651,40856.37483424422,41105.97167070267,566500
2022-03-31,41114.6171875,41344.31594781978,40983.420461718415,41176.21757948427,264300
2022-04-01,41753.30859375,41822.30728334356,41175.518785744454,41235.56842654618,251200
2022-04-04,42403.09375,42446.745265371086,41902.154037630055,41911.204647125785,279900
2022-04-05,42752.44140625,42999.23751974798,42452.44708016075,42627.39299008991,290700
2022-04-06,42909.63671875,42949.53830695782,42485.59396680909,42635.24347692458,304900
2022-04-07,42783.48828125,43418.92543243127,42696.58758782858,42976.883045995564,289900
2022-04-08,43445.07421875,43535.42406717676,43057.534695960734,43113.03364306179,252500
2022-04-11,43877.31640625,44009.96623460454,43547.822654332624,43579.72439314035,234100
2022-04-12,43381.375,44111.81034093945,43115.43083402134,43981.16438563016,260500
2022-04-13,43443.07421875,43801.21976762459,43385.42687495763,43624.42234064353,207900
2022-04-18,43288.578125,43364.47903043846,42783.58769449802,43184.68165632355,216900
2022-04-19,42499.64453125,43825.11943473218,42189.90039593985,43630.873112588524,248000
2022-04-20,42712.19140625,43020.08401496831,42527.89411397197,42779.639348128396,203400
2022-04-21,43255.328125,43325.37757780228,42889.53818699647,43037.13304419462,199900
2022-04-22,42933.73828125,43191.08106741363,42870.04026795375,43074.68483265545,171100
2022-04-25,42083.5546875,42497.94527828875,41955.70554589304,42497.94527828875,251100
2022-04-26,43071.43359375,43144.68220534429,42488.5930788191,42504.54590143808,194100
2022-04-27,42503.9453125,42960.085114331145,42319.49958568868,42829.83758018606,195300
2022-04-28,43085.28515625,43170.88119057416,42515.24517646506,42941.03788953515,178900
