Price,Close,High,Low,Open,Volume
Ticker,^INDIAVIX,^INDIAVIX,^INDIAVIX,^INDIAVIX,^INDIAVIX
Date,,,,,
2025-03-27,13.300000190734863,13.850000381469727,12.977499961853027,13.470000267028809,0
