Date,30-Day Volatility,Volatility Ratio
2022-02-01,0.0,0.0
2022-02-02,0.0,0.0
2022-02-03,0.0,0.0
2022-02-04,0.0,0.0
2022-02-07,0.0,0.0
2022-02-08,0.0,0.0
2022-02-09,0.0,0.0
2022-02-10,0.0,0.0
2022-02-11,0.0,0.0
2022-02-14,0.0,0.0
2022-02-15,0.0,0.0
2022-02-16,0.0,0.0
2022-02-17,0.0,0.0
2022-02-18,0.0,0.0
2022-02-21,0.0,0.0
2022-02-22,0.0,0.0
2022-02-23,0.0,0.0
2022-02-24,0.0,0.0
2022-02-25,0.0,0.0
2022-02-28,0.0,0.0
2022-03-02,0.0,0.0
2022-03-03,0.0,0.0
2022-03-04,0.0,0.0
2022-03-07,0.0,0.0
2022-03-08,0.0,0.0
2022-03-09,0.0,0.0
2022-03-10,0.0,0.0
2022-03-11,0.0,0.0
2022-03-14,0.0,0.0
2022-03-15,0.0,0.0
2022-03-16,0.016891995515970204,0.8236641166831516
2022-03-17,0.0171109735365384,0.8316002390137017
2022-03-21,0.017057593537947703,0.8313368104688884
2022-03-22,0.017199281146511012,0.8397183384329922
2022-03-23,0.016914383260896337,0.827890796347146
2022-03-24,0.016907610868712706,0.8263458339769915
2022-03-25,0.01678466144654972,0.8289906199270853
2022-03-28,0.016728754740285644,0.8264206643214546
2022-03-29,0.01659877198158409,0.8361800045963276
2022-03-30,0.01564061017949997,0.8436756631563713
2022-03-31,0.014665674939641426,0.8283942853141886
2022-04-01,0.014807165328891312,0.8274932568755841
2022-04-04,0.015284451147900951,0.8479521435107795
2022-04-05,0.015325451481477828,0.8519591237635049
2022-04-06,0.015398143888190977,0.8606616439367406
2022-04-07,0.01545585290919587,0.8657045409553662
2022-04-08,0.015498318413319235,0.8663612568406359
2022-04-11,0.012509416632525453,0.9560279431412705
2022-04-12,0.011923066928402563,1.0397035142956035
2022-04-13,0.011892922025193054,1.0407102870881646
2022-04-18,0.012164041725749074,1.0380645964295072
2022-04-19,0.01234366835965,1.041107251639512
2022-04-20,0.012063993586714887,1.111952649443658
2022-04-21,0.011293249431855494,1.1476523829952179
2022-04-22,0.011585236612889155,1.1654165347193155
2022-04-25,0.011366617222692445,1.1062749050689733
2022-04-26,0.011337304688417883,1.06164051263647
2022-04-27,0.011502210018147137,1.060371637174562
2022-04-28,0.011413846078296305,1.0498924968366226
2022-04-29,0.011275257331394374,1.0346416824761018
2022-05-02,0.010769463504644783,1.0345371465093784
2022-05-04,0.011009864729924445,1.0027307210943623
2022-05-05,0.010889542716584785,0.9950012135497208
2022-05-06,0.010985136803181339,0.9596253218219774
2022-05-09,0.011014663428306303,0.925847838561333
2022-05-10,0.01102008079177926,0.9087069467342779
2022-05-11,0.011023353220796972,0.9087211235419282
2022-05-12,0.011563629219409574,0.9052614136862069
2022-05-13,0.011447049459142749,0.8947161189644779
2022-05-16,0.01125883723173833,0.8651239350857999
2022-05-17,0.012487315075767657,0.8958176552258874
2022-05-18,0.012204308084880211,0.9007560250886292
2022-05-19,0.012052118385272781,0.8596511793546091
2022-05-20,0.01348944023251591,0.9232260000584794
2022-05-23,0.013454551103984668,0.9274754783874058
2022-05-24,0.013409148261997395,0.9246618369450212
2022-05-25,0.013254374202631276,0.9129112826924162
2022-05-26,0.01343281849224413,0.9082858651484458
2022-05-27,0.013635840701194378,0.9113767485930152
2022-05-30,0.014167989359116897,0.9057451791590974
2022-05-31,0.01386675821576702,0.8902735256537209
2022-06-01,0.013708440221405858,0.8852904047918863
2022-06-02,0.013611965098432792,0.8789114228612458
2022-06-03,0.013280161747133085,0.8567795012007816
2022-06-06,0.013111082003451777,0.8493117121177716
2022-06-07,0.01302076970787218,0.8653863524215305
2022-06-08,0.012691119447606605,0.8729309337694346
2022-06-09,0.012705875891598632,0.8737136321729992
2022-06-10,0.012768610580421126,0.8817678558561314
2022-06-13,0.01348347080931617,0.8811770139037669
2022-06-14,0.013482920570003701,0.8813626624001236
2022-06-15,0.012926284312068149,0.8681674615319027
2022-06-16,0.01338181114625726,0.8713473170148939
2022-06-17,0.0131387360155707,0.8711518856873173
2022-06-20,0.01315536394919335,0.8764501733185631
2022-06-21,0.013680844469176919,0.8676597933220684
2022-06-22,0.013882630807136658,0.869226587350018
2022-06-23,0.013446562765831529,0.8623747163874674
2022-06-24,0.01355780052993045,0.8586841521655205
2022-06-27,0.013630240121393055,0.8720690559827137
2022-06-28,0.012701474989259217,0.8560120851127286
2022-06-29,0.012709234707120357,0.8553806575881514
2022-06-30,0.011748506893710342,0.8422016136865572
2022-07-01,0.010405967851717497,0.7795480382993474
2022-07-04,0.010460134084059115,0.7767755205938497
2022-07-05,0.01042251190870109,0.7748412624902176
2022-07-06,0.010588345079961894,0.7779282439450442
2022-07-07,0.010586648033403012,0.7789465712473018
2022-07-08,0.010424256428278664,0.7802032552844614
2022-07-11,0.009780047857239975,0.7659473492623107
2022-07-12,0.009891661456839587,0.770458152373372
2022-07-13,0.009916883143954077,0.7707431311922021
2022-07-14,0.009816482282493821,0.7655098120203349
2022-07-15,0.009928660321424719,0.7880415021217013
2022-07-18,0.010315941918911171,0.7991292141836902
2022-07-19,0.010210833691674399,0.7944039315081648
2022-07-20,0.010385274815695759,0.8089208145941117
2022-07-21,0.01033906250632188,0.791298246343966
2022-07-22,0.009883671424706418,0.7626282077134977
2022-07-25,0.008517625835919048,0.7445995230265953
2022-07-26,0.00870189629473299,0.7401890707927132
2022-07-27,0.008784392483194632,0.7447849882097028
2022-07-28,0.00806809773455139,0.7582489319022412
2022-07-29,0.00814355463962687,0.7673569439308445
2022-08-01,0.008235266656943433,0.827446964664341
2022-08-02,0.0077763056911830785,0.8650148184500966
2022-08-03,0.007008744408040905,0.8015596083276315
2022-08-04,0.006980954664431735,0.807563775711157
2022-08-05,0.006921910166235072,0.8173007716715869
2022-08-08,0.0068968624921056515,0.8230694071570618
2022-08-10,0.0069044741985858325,0.8203251245511218
2022-08-11,0.006819703458400904,0.8220125331625862
2022-08-12,0.006762843083776197,0.8509257738266243
2022-08-16,0.006702902259247859,0.8345619855169331
2022-08-17,0.0067157921236928155,0.8401036532733313
2022-08-18,0.006662140043545601,0.8460577832270647
2022-08-19,0.007083223704865712,0.9106910763916636
2022-08-22,0.007773696614087701,0.8879369704822291
2022-08-23,0.0077684857315535125,0.8707952732422497
2022-08-24,0.007751247245678907,0.8653272906059022
2022-08-25,0.0075223237741489386,0.8652402212819633
2022-08-26,0.007345923809326342,0.8443601705946197
2022-08-29,0.007947122588454814,0.8835986414886922
2022-08-30,0.008965849496833773,0.9524612348264262
2022-09-01,0.009160271653493467,1.0068364084929087
2022-09-02,0.009170207747042313,1.0061521894469363
2022-09-05,0.009072046312096032,0.9947089927715427
2022-09-06,0.009070216397840022,1.0267700445076784
2022-09-07,0.0090500495392548,1.022739286353199
2022-09-08,0.009064503454407286,1.0255861255130272
2022-09-09,0.008817438747789702,1.0537425549641626
2022-09-12,0.008741512393149018,1.0397134698400226
2022-09-13,0.0083443096550446,0.9970308848153935
2022-09-14,0.008128909955834113,0.9848418166678429
2022-09-15,0.008095530409435933,1.0288911145312447
2022-09-16,0.008914678238642611,0.9145926159931782
2022-09-19,0.008950786130476814,0.9489853104418734
2022-09-20,0.009152225338617597,0.9492472267818133
2022-09-21,0.009225529856983043,0.9463095451163734
2022-09-22,0.009192121336467856,0.9429574843033842
2022-09-23,0.009724477360492612,0.8806670468057168
2022-09-26,0.010130143927098696,0.8248863688995182
2022-09-27,0.010110742982881412,0.8253176224072877
2022-09-28,0.010069452083330965,0.8356602937249882
2022-09-29,0.00994130264697392,0.8265959733274724
2022-09-30,0.010493973670567142,0.8362583078516429
2022-10-03,0.010529274241814903,0.8373504843145942
2022-10-04,0.011123003618490494,0.8364741899132798
2022-10-06,0.011100041635540367,0.8354793393322824
2022-10-07,0.011094189221442022,0.837709254426078
2022-10-10,0.011088834003654067,0.8303475995431271
2022-10-11,0.011384446229301244,0.8328155114767631
2022-10-12,0.011234787897635223,0.8242004182142316
2022-10-13,0.010140616328636592,0.765773029298058
2022-10-14,0.010136580734355366,0.7681011285197014
2022-10-17,0.010240627218502106,0.7712523677029108
2022-10-18,0.010328509989458558,0.760159056630872
2022-10-19,0.010333162103018085,0.7610620283470729
2022-10-20,0.010344714586938123,0.7636832513232907
2022-10-21,0.010174418218851336,0.7511615498202429
2022-10-24,0.010303956407834717,0.7593956829341684
2022-10-25,0.010267284564444933,0.7625989488877593
2022-10-27,0.010203712092092943,0.7527471750625011
2022-10-28,0.010204422185627308,0.7532076151133533
2022-10-31,0.01039249560822976,0.7562679786014043
2022-11-01,0.009774903515096944,0.7705548700220022
2022-11-02,0.00978002679228407,0.7702763266474985
2022-11-03,0.009600707368377426,0.7672207724070292
2022-11-04,0.00954854918745615,0.7655268176315648
2022-11-07,0.00951042546995935,0.7576093264857987
2022-11-09,0.008896638186263878,0.7708087130005363
2022-11-10,0.008272902232454927,0.8163070151470062
